meeting_key,session_key,stint_number,driver_number,lap_start,lap_end,compound,tyre_age_at_start
1240,9558,3,11,29.0,37.0,INTERMEDIATE,0
1240,9558,3,20,38.0,52.0,SOFT,0
1240,9558,3,3,38.0,51.0,SOFT,0
1240,9558,3,77,38.0,51.0,SOFT,0
1240,9558,3,44,39.0,52.0,SOFT,0
1240,9558,3,1,39.0,52.0,HARD,0
1240,9558,3,81,39.0,52.0,MEDIUM,0
1240,9558,4,16,38.0,51.0,SOFT,0
1240,9558,4,11,38.0,47.0,MEDIUM,0
1240,9558,3,14,39.0,52.0,MEDIUM,0
1240,9558,3,22,39.0,52.0,SOFT,0
1240,9558,3,23,39.0,52.0,MEDIUM,0
1240,9558,3,2,39.0,52.0,SOFT,0
1240,9558,3,4,40.0,52.0,SOFT,2
1240,9558,5,24,38.0,50.0,SOFT,1
1240,9558,3,55,40.0,50.0,HARD,0
1240,9558,3,27,40.0,52.0,SOFT,3
1240,9558,3,18,40.0,52.0,MEDIUM,0
1240,9558,5,31,39.0,50.0,MEDIUM,0
1240,9558,5,11,48.0,50.0,SOFT,0
1240,9558,4,55,51.0,52.0,SOFT,3
1241,9562,1,27,1.0,6.0,SOFT,0
1241,9562,1,20,1.0,6.0,SOFT,0
1241,9562,1,77,1.0,6.0,SOFT,0
1241,9562,1,24,1.0,7.0,SOFT,0
1241,9562,1,10,1.0,4.0,SOFT,0
1241,9562,1,22,1.0,7.0,SOFT,0
1241,9562,1,3,1.0,7.0,SOFT,0
1241,9562,1,23,1.0,6.0,SOFT,0
1241,9562,1,2,1.0,5.0,SOFT,0
1241,9562,1,18,1.0,6.0,SOFT,0
1241,9562,1,31,1.0,4.0,SOFT,0
1241,9562,1,14,1.0,7.0,SOFT,0
1241,9562,1,81,1.0,8.0,SOFT,0
1241,9562,1,4,1.0,8.0,SOFT,0
1241,9562,1,16,1.0,8.0,SOFT,0
1241,9562,1,55,1.0,7.0,SOFT,0
1241,9562,1,1,1.0,7.0,SOFT,0
1241,9562,1,11,1.0,6.0,SOFT,0
1241,9562,1,63,1.0,6.0,SOFT,0
1241,9562,1,44,1.0,6.0,SOFT,0
1241,9562,2,10,4.0,6.0,SOFT,0
1241,9562,2,31,4.0,6.0,SOFT,0
1241,9562,2,27,6.0,8.0,SOFT,0
1241,9562,2,18,6.0,8.0,SOFT,0
1241,9562,2,77,6.0,8.0,SOFT,0
1241,9562,2,20,6.0,7.0,SOFT,0
1241,9562,2,24,7.0,12.0,SOFT,0
1241,9562,3,77,8.0,14.0,SOFT,2
1241,9562,2,63,6.0,9.0,SOFT,0
1241,9562,2,23,6.0,11.0,SOFT,0
1241,9562,2,55,7.0,11.0,SOFT,6
1241,9562,2,44,6.0,10.0,SOFT,0
1241,9562,2,1,7.0,10.0,SOFT,6
1241,9562,3,18,8.0,11.0,SOFT,0
1241,9562,2,16,8.0,11.0,SOFT,7
1241,9562,2,3,7.0,10.0,SOFT,0
1241,9562,2,22,7.0,10.0,SOFT,0
1241,9562,3,27,8.0,11.0,SOFT,0
1241,9562,2,4,8.0,10.0,SOFT,0
1241,9562,3,20,7.0,10.0,SOFT,0
1241,9562,2,81,8.0,9.0,SOFT,0
1241,9562,2,2,5.0,8.0,SOFT,0
1241,9562,2,14,7.0,8.0,SOFT,0
1241,9562,3,55,11.0,14.0,SOFT,10
1241,9562,3,44,10.0,13.0,SOFT,9
1241,9562,3,1,10.0,13.0,SOFT,0
1241,9562,4,77,14.0,17.0,SOFT,5
1241,9562,4,27,11.0,14.0,SOFT,5
1241,9562,4,20,10.0,13.0,SOFT,3
1241,9562,4,18,11.0,14.0,SOFT,2
1241,9562,3,81,9.0,12.0,SOFT,1
1241,9562,3,14,8.0,11.0,SOFT,0
1241,9562,3,2,8.0,11.0,SOFT,3
1241,9562,3,22,10.0,13.0,SOFT,6
1241,9562,3,23,11.0,14.0,SOFT,5
1241,9562,3,4,10.0,13.0,SOFT,2
1241,9562,3,16,11.0,14.0,SOFT,0
1241,9562,4,55,14.0,17.0,SOFT,0
1241,9562,4,44,13.0,16.0,SOFT,0
1241,9562,5,18,14.0,17.0,SOFT,0
1241,9562,4,23,14.0,16.0,SOFT,0
1241,9562,4,2,11.0,13.0,SOFT,0
1241,9562,3,3,10.0,13.0,SOFT,0
1241,9562,4,16,14.0,17.0,SOFT,0
1241,9562,4,14,11.0,14.0,SOFT,0
1241,9562,4,4,13.0,16.0,SOFT,0
1241,9562,4,22,13.0,16.0,SOFT,0
1241,9562,5,55,17.0,20.0,SOFT,3
1241,9562,4,1,13.0,16.0,SOFT,3
1241,9562,5,77,17.0,19.0,SOFT,0
1241,9562,5,27,14.0,16.0,SOFT,2
1241,9562,4,81,12.0,14.0,SOFT,4
1241,9562,5,20,13.0,15.0,SOFT,1
1241,9562,5,1,16.0,19.0,SOFT,0
1241,9562,5,81,14.0,17.0,SOFT,0
1241,9562,6,55,20.0,23.0,SOFT,0
1241,9562,5,44,16.0,19.0,SOFT,0
1241,9562,5,16,17.0,20.0,SOFT,0
1241,9562,5,14,14.0,17.0,SOFT,1
1241,9562,5,22,16.0,19.0,SOFT,3
1241,9562,5,4,16.0,19.0,SOFT,0
1241,9562,4,3,13.0,16.0,SOFT,3
1241,9562,6,18,17.0,20.0,SOFT,0
1241,9562,6,81,17.0,20.0,SOFT,0
1241,9562,6,44,19.0,22.0,SOFT,0
1241,9562,7,55,23.0,26.0,SOFT,0
1241,9562,6,1,19.0,21.0,SOFT,0
1241,9562,6,14,17.0,18.0,SOFT,0
1241,9562,6,22,19.0,20.0,SOFT,0
1241,9562,5,3,16.0,18.0,SOFT,0
1241,9562,6,4,19.0,21.0,SOFT,3
1241,9562,7,18,20.0,21.0,SOFT,3
1241,9562,6,16,20.0,21.0,SOFT,3
1241,9562,7,4,21.0,22.0,SOFT,5
1241,9562,7,44,22.0,24.0,SOFT,0
1241,9562,7,81,20.0,21.0,SOFT,0
1241,9562,8,18,21.0,22.0,SOFT,3
1241,9562,6,3,18.0,20.0,SOFT,0
1241,9562,7,16,21.0,22.0,SOFT,4
1241,9562,8,55,26.0,26.0,SOFT,3
1241,9566,1,77,1.0,16.0,MEDIUM,1
1241,9566,1,63,1.0,33.0,HARD,0
1241,9566,1,1,1.0,21.0,MEDIUM,0
1241,9566,1,27,1.0,2.0,MEDIUM,0
1241,9566,1,22,1.0,29.0,MEDIUM,0
1241,9566,1,2,1.0,8.0,MEDIUM,0
1241,9566,1,3,1.0,7.0,MEDIUM,0
1241,9566,1,23,1.0,6.0,SOFT,0
1241,9566,1,18,1.0,14.0,SOFT,3
1241,9566,1,4,1.0,17.0,MEDIUM,0
1241,9566,1,44,1.0,16.0,MEDIUM,0
1241,9566,1,24,1.0,7.0,MEDIUM,1
1241,9566,1,14,1.0,7.0,SOFT,2
1241,9566,1,20,1.0,6.0,SOFT,0
1241,9566,1,55,1.0,21.0,MEDIUM,0
1241,9566,1,31,1.0,6.0,MEDIUM,0
1241,9566,1,10,1.0,28.0,HARD,0
1241,9566,1,81,1.0,18.0,MEDIUM,0
1241,9566,1,16,1.0,23.0,MEDIUM,0
1241,9566,1,11,1.0,28.0,HARD,0
1241,9566,2,27,3.0,29.0,HARD,0
1241,9566,2,31,7.0,30.0,HARD,0
1241,9566,2,23,7.0,29.0,HARD,0
1241,9566,2,20,7.0,34.0,HARD,0
1241,9566,2,14,8.0,37.0,MEDIUM,1
1241,9566,2,3,8.0,28.0,HARD,0
1241,9566,2,24,8.0,36.0,HARD,0
1241,9566,2,2,9.0,33.0,HARD,0
1241,9566,2,18,15.0,45.0,MEDIUM,1
1241,9566,2,44,17.0,40.0,HARD,0
1241,9566,2,77,17.0,45.0,HARD,0
1241,9566,2,4,18.0,45.0,HARD,1
1241,9566,2,81,19.0,47.0,HARD,1
1241,9566,2,1,22.0,49.0,HARD,0
1241,9566,2,55,22.0,47.0,HARD,0
1241,9566,2,16,24.0,40.0,HARD,0
1241,9566,2,11,29.0,47.0,MEDIUM,0
1241,9566,2,10,29.0,33.0,MEDIUM,0
1241,9566,3,3,29.0,69.0,HARD,0
1241,9566,2,22,30.0,70.0,HARD,0
1241,9566,3,27,30.0,69.0,HARD,0
1241,9566,3,23,30.0,69.0,HARD,0
1241,9566,3,31,31.0,64.0,HARD,0
1241,9566,2,63,34.0,53.0,MEDIUM,0
1241,9566,3,2,34.0,63.0,HARD,0
1241,9566,3,20,35.0,69.0,HARD,0
1241,9566,3,24,37.0,69.0,HARD,0
1241,9566,3,14,38.0,70.0,HARD,1
1241,9566,3,16,41.0,70.0,MEDIUM,0
1241,9566,3,44,41.0,70.0,HARD,0
1241,9566,3,4,46.0,70.0,MEDIUM,1
1241,9566,3,18,46.0,70.0,HARD,1
1241,9566,3,77,46.0,69.0,HARD,0
1241,9566,3,81,48.0,70.0,MEDIUM,1
1241,9566,3,55,48.0,70.0,MEDIUM,0
1241,9566,3,11,48.0,70.0,MEDIUM,0
1241,9566,3,1,50.0,70.0,MEDIUM,0
1241,9566,3,63,54.0,70.0,HARD,0
1241,9566,4,2,64.0,69.0,SOFT,0
1241,9566,4,31,65.0,69.0,SOFT,0
1242,9570,1,4,1.0,6.0,INTERMEDIATE,0
1242,9570,1,20,1.0,5.0,INTERMEDIATE,0
1242,9570,1,27,1.0,7.0,INTERMEDIATE,0
1242,9570,1,81,1.0,7.0,INTERMEDIATE,0
1242,9570,1,24,1.0,7.0,INTERMEDIATE,0
1242,9570,1,77,1.0,6.0,INTERMEDIATE,0
1242,9570,1,14,1.0,5.0,INTERMEDIATE,0
1242,9570,1,18,1.0,5.0,INTERMEDIATE,0
1242,9570,1,23,1.0,5.0,INTERMEDIATE,0
1242,9570,1,2,1.0,5.0,INTERMEDIATE,0
1242,9570,1,10,1.0,5.0,INTERMEDIATE,0
1242,9570,1,31,1.0,5.0,INTERMEDIATE,0
1242,9570,1,22,1.0,6.0,INTERMEDIATE,0
1242,9570,1,11,1.0,7.0,INTERMEDIATE,0
1242,9570,1,3,1.0,6.0,INTERMEDIATE,0
1242,9570,1,1,1.0,9.0,INTERMEDIATE,0
1242,9570,1,16,1.0,6.0,INTERMEDIATE,0
1242,9570,1,55,1.0,7.0,INTERMEDIATE,0
1242,9570,1,44,1.0,7.0,INTERMEDIATE,0
1242,9570,1,63,1.0,6.0,INTERMEDIATE,0
1242,9570,2,14,5.0,10.0,INTERMEDIATE,0
1242,9570,2,18,5.0,10.0,INTERMEDIATE,0
1242,9570,2,10,5.0,10.0,INTERMEDIATE,0
1242,9570,2,31,5.0,10.0,INTERMEDIATE,0
1242,9570,2,20,5.0,9.0,INTERMEDIATE,0
1242,9570,2,23,5.0,10.0,INTERMEDIATE,0
1242,9570,2,4,6.0,11.0,INTERMEDIATE,0
1242,9570,2,2,5.0,8.0,INTERMEDIATE,0
1242,9570,2,77,6.0,10.0,INTERMEDIATE,0
1242,9570,2,16,6.0,9.0,INTERMEDIATE,0
1242,9570,2,63,6.0,9.0,INTERMEDIATE,0
1242,9570,2,81,7.0,10.0,INTERMEDIATE,0
1242,9570,2,27,7.0,9.0,INTERMEDIATE,0
1242,9570,2,11,7.0,10.0,INTERMEDIATE,0
1242,9570,2,3,6.0,9.0,INTERMEDIATE,0
1242,9570,2,55,7.0,10.0,INTERMEDIATE,0
1242,9570,2,24,7.0,9.0,INTERMEDIATE,0
1242,9570,2,22,6.0,8.0,INTERMEDIATE,0
1242,9570,2,44,7.0,9.0,INTERMEDIATE,0
1242,9570,3,23,10.0,14.0,INTERMEDIATE,0
1242,9570,3,31,10.0,15.0,INTERMEDIATE,0
1242,9570,3,10,10.0,15.0,INTERMEDIATE,0
1242,9570,3,63,9.0,12.0,INTERMEDIATE,3
1242,9570,3,14,10.0,15.0,INTERMEDIATE,0
1242,9570,3,4,11.0,14.0,INTERMEDIATE,5
1242,9570,3,55,10.0,13.0,INTERMEDIATE,3
1242,9570,3,16,9.0,12.0,INTERMEDIATE,3
1242,9570,3,44,9.0,12.0,INTERMEDIATE,2
1242,9570,3,3,9.0,12.0,INTERMEDIATE,0
1242,9570,3,77,10.0,14.0,INTERMEDIATE,0
1242,9570,3,18,10.0,14.0,INTERMEDIATE,0
1242,9570,3,11,10.0,14.0,INTERMEDIATE,0
1242,9570,3,81,10.0,13.0,INTERMEDIATE,3
1242,9570,2,1,9.0,16.0,INTERMEDIATE,0
1242,9570,4,63,12.0,17.0,INTERMEDIATE,0
1242,9570,4,4,14.0,19.0,INTERMEDIATE,0
1242,9570,4,16,12.0,17.0,INTERMEDIATE,0
1242,9570,4,44,12.0,17.0,INTERMEDIATE,0
1242,9570,4,55,13.0,18.0,INTERMEDIATE,0
1242,9570,4,81,13.0,17.0,INTERMEDIATE,0
1242,9570,4,3,12.0,14.0,INTERMEDIATE,0
1242,9570,4,77,14.0,17.0,INTERMEDIATE,0
1242,9570,4,18,14.0,17.0,INTERMEDIATE,0
1242,9570,4,11,14.0,17.0,INTERMEDIATE,0
1242,9570,4,31,15.0,18.0,INTERMEDIATE,0
1242,9570,4,10,15.0,17.0,INTERMEDIATE,0
1242,9570,4,14,15.0,18.0,INTERMEDIATE,0
1242,9570,4,23,14.0,16.0,INTERMEDIATE,0
1242,9570,5,44,17.0,22.0,INTERMEDIATE,0
1242,9570,5,63,17.0,22.0,INTERMEDIATE,0
1242,9570,5,81,17.0,23.0,INTERMEDIATE,0
1242,9570,5,31,18.0,21.0,INTERMEDIATE,0
1242,9570,5,4,19.0,24.0,INTERMEDIATE,0
1242,9570,5,14,18.0,21.0,INTERMEDIATE,4
1242,9570,5,55,18.0,21.0,INTERMEDIATE,5
1242,9570,5,16,17.0,20.0,INTERMEDIATE,5
1242,9570,5,11,17.0,20.0,INTERMEDIATE,3
1242,9570,3,1,16.0,19.0,INTERMEDIATE,0
1242,9570,6,31,21.0,23.0,INTERMEDIATE,3
1242,9570,6,55,21.0,23.0,INTERMEDIATE,0
1242,9570,6,16,20.0,22.0,INTERMEDIATE,0
1242,9570,6,14,21.0,23.0,INTERMEDIATE,3
1242,9570,4,1,19.0,21.0,INTERMEDIATE,0
1242,9570,6,11,20.0,21.0,INTERMEDIATE,4
1242,9574,1,14,1.0,13.0,MEDIUM,0
1242,9574,1,63,1.0,10.0,MEDIUM,0
1242,9574,1,27,1.0,7.0,MEDIUM,0
1242,9574,1,18,1.0,12.0,MEDIUM,0
1242,9574,1,31,1.0,12.0,MEDIUM,0
1242,9574,1,22,1.0,15.0,MEDIUM,0
1242,9574,1,44,1.0,11.0,MEDIUM,0
1242,9574,1,20,1.0,17.0,MEDIUM,0
1242,9574,1,10,1.0,9.0,MEDIUM,0
1242,9574,1,1,1.0,10.0,MEDIUM,0
1242,9574,1,3,1.0,8.0,SOFT,0
1242,9574,1,11,1.0,11.0,MEDIUM,0
1242,9574,1,16,1.0,12.0,MEDIUM,0
1242,9574,1,55,1.0,20.0,HARD,0
1242,9574,1,77,1.0,11.0,MEDIUM,0
1242,9574,1,24,1.0,5.0,HARD,0
1242,9574,1,2,1.0,8.0,MEDIUM,0
1242,9574,1,4,1.0,15.0,MEDIUM,0
1242,9574,1,81,1.0,11.0,MEDIUM,0
1242,9574,1,23,1.0,8.0,MEDIUM,0
1242,9574,2,27,8.0,20.0,HARD,0
1242,9574,2,23,9.0,23.0,MEDIUM,0
1242,9574,2,3,9.0,21.0,MEDIUM,0
1242,9574,2,2,9.0,24.0,MEDIUM,0
1242,9574,2,10,10.0,28.0,HARD,0
1242,9574,2,63,11.0,44.0,HARD,0
1242,9574,2,1,11.0,28.0,HARD,0
1242,9574,2,44,12.0,26.0,HARD,0
1242,9574,2,11,12.0,21.0,MEDIUM,0
1242,9574,2,81,12.0,30.0,HARD,0
1242,9574,2,77,12.0,35.0,HARD,0
1242,9574,2,16,13.0,25.0,HARD,0
1242,9574,2,31,13.0,30.0,HARD,0
1242,9574,2,18,13.0,44.0,HARD,0
1242,9574,2,14,14.0,44.0,HARD,0
1242,9574,2,4,16.0,29.0,HARD,0
1242,9574,2,22,16.0,44.0,HARD,1
1242,9574,2,20,18.0,44.0,HARD,0
1242,9574,2,55,21.0,28.0,MEDIUM,0
1242,9574,3,27,21.0,44.0,MEDIUM,0
1242,9574,3,11,22.0,42.0,HARD,0
1242,9574,3,3,22.0,44.0,HARD,1
1242,9574,3,23,24.0,44.0,HARD,0
1242,9574,3,2,25.0,44.0,HARD,0
1242,9574,3,16,26.0,44.0,HARD,0
1242,9574,3,44,27.0,44.0,HARD,0
1242,9574,3,1,29.0,44.0,MEDIUM,0
1242,9574,3,55,29.0,44.0,HARD,0
1242,9574,3,10,29.0,44.0,HARD,0
1242,9574,3,4,30.0,44.0,HARD,0
1242,9574,3,81,31.0,44.0,HARD,0
1242,9574,3,31,31.0,44.0,HARD,0
1242,9574,3,77,36.0,44.0,MEDIUM,0
1242,9574,4,11,43.0,44.0,SOFT,0
1242,9574,3,14,45.0,45.0,MEDIUM,0
1242,9574,4,3,45.0,45.0,SOFT,0
1242,9574,3,18,45.0,45.0,MEDIUM,0
1242,9574,3,22,45.0,45.0,SOFT,0
1243,9578,1,27,1.0,6.0,SOFT,0
1243,9578,1,24,1.0,4.0,SOFT,0
1243,9578,1,77,1.0,4.0,SOFT,0
1243,9578,1,10,1.0,4.0,SOFT,0
1243,9578,1,31,1.0,4.0,SOFT,0
1243,9578,1,23,1.0,4.0,SOFT,0
1243,9578,1,18,1.0,6.0,SOFT,0
1243,9578,1,20,1.0,4.0,SOFT,0
1243,9578,1,14,1.0,5.0,SOFT,0
1243,9578,1,55,1.0,4.0,SOFT,0
1243,9578,1,11,1.0,4.0,SOFT,0
1243,9578,1,16,1.0,4.0,SOFT,0
1243,9578,1,81,1.0,5.0,SOFT,0
1243,9578,1,63,1.0,4.0,SOFT,0
1243,9578,1,44,1.0,4.0,SOFT,0
1243,9578,1,22,1.0,7.0,SOFT,0
1243,9578,1,3,1.0,7.0,SOFT,0
1243,9578,1,4,1.0,4.0,SOFT,0
1243,9578,2,23,4.0,7.0,SOFT,0
1243,9578,2,77,4.0,7.0,SOFT,3
1243,9578,1,1,1.0,4.0,SOFT,0
1243,9578,2,11,4.0,6.0,SOFT,3
1243,9578,2,20,4.0,7.0,SOFT,3
1243,9578,2,16,4.0,7.0,SOFT,0
1243,9578,2,55,4.0,7.0,SOFT,3
1243,9578,2,10,4.0,7.0,SOFT,0
1243,9578,2,24,4.0,7.0,SOFT,3
1243,9578,2,31,4.0,7.0,SOFT,0
1243,9578,2,63,4.0,7.0,SOFT,0
1243,9578,2,44,4.0,5.0,SOFT,3
1243,9578,2,27,6.0,9.0,SOFT,0
1243,9578,2,18,6.0,11.0,SOFT,0
1243,9578,3,24,7.0,9.0,SOFT,0
1243,9578,2,1,4.0,6.0,SOFT,3
1243,9578,3,77,7.0,9.0,SOFT,0
1243,9578,2,81,5.0,8.0,SOFT,4
1243,9578,3,20,7.0,10.0,SOFT,0
1243,9578,3,27,9.0,12.0,SOFT,0
1243,9578,2,4,4.0,6.0,SOFT,0
1243,9578,3,23,7.0,10.0,SOFT,0
1243,9578,2,22,7.0,10.0,SOFT,0
1243,9578,2,3,7.0,9.0,SOFT,0
1243,9578,2,14,5.0,8.0,SOFT,0
1243,9578,3,55,7.0,10.0,SOFT,0
1243,9578,3,16,7.0,10.0,SOFT,0
1243,9578,3,63,7.0,10.0,SOFT,0
1243,9578,3,44,5.0,8.0,SOFT,4
1243,9578,3,31,7.0,9.0,SOFT,0
1243,9578,3,11,6.0,9.0,SOFT,0
1243,9578,3,10,7.0,9.0,SOFT,0
1243,9578,4,55,10.0,13.0,SOFT,3
1243,9578,4,16,10.0,13.0,SOFT,3
1243,9578,3,81,8.0,11.0,SOFT,0
1243,9578,4,27,12.0,15.0,SOFT,3
1243,9578,4,23,10.0,13.0,SOFT,0
1243,9578,4,20,10.0,13.0,SOFT,0
1243,9578,3,1,6.0,9.0,SOFT,0
1243,9578,3,4,6.0,9.0,SOFT,0
1243,9578,3,18,11.0,14.0,SOFT,0
1243,9578,4,10,9.0,12.0,SOFT,2
1243,9578,4,11,9.0,12.0,SOFT,0
1243,9578,3,14,8.0,11.0,SOFT,0
1243,9578,3,22,10.0,13.0,SOFT,3
1243,9578,4,63,10.0,13.0,SOFT,0
1243,9578,4,44,8.0,11.0,SOFT,0
1243,9578,5,55,13.0,16.0,SOFT,0
1243,9578,5,16,13.0,16.0,SOFT,0
1243,9578,5,27,15.0,17.0,SOFT,0
1243,9578,5,20,13.0,15.0,SOFT,0
1243,9578,5,10,12.0,15.0,SOFT,0
1243,9578,4,22,13.0,15.0,SOFT,0
1243,9578,5,11,12.0,15.0,SOFT,0
1243,9578,5,23,13.0,16.0,SOFT,0
1243,9578,4,14,11.0,14.0,SOFT,0
1243,9578,6,55,16.0,18.0,SOFT,0
1243,9578,4,18,14.0,17.0,SOFT,0
1243,9578,5,44,11.0,13.0,SOFT,0
1243,9578,6,16,16.0,19.0,SOFT,0
1243,9578,4,81,11.0,14.0,SOFT,0
1243,9578,4,1,9.0,12.0,SOFT,0
1243,9578,4,4,9.0,12.0,SOFT,0
1243,9578,7,16,19.0,22.0,SOFT,3
1243,9578,6,10,15.0,18.0,SOFT,3
1243,9578,5,63,13.0,16.0,SOFT,0
1243,9578,5,18,17.0,19.0,SOFT,0
1243,9578,5,14,14.0,16.0,SOFT,0
1243,9578,7,10,18.0,20.0,SOFT,0
1243,9578,5,1,12.0,14.0,SOFT,0
1243,9578,5,4,12.0,14.0,SOFT,0
1243,9578,6,11,15.0,17.0,SOFT,0
1243,9578,6,23,16.0,18.0,SOFT,0
1243,9578,8,16,22.0,24.0,SOFT,0
1243,9578,5,81,14.0,16.0,SOFT,0
1243,9578,6,63,16.0,18.0,SOFT,0
1243,9582,1,77,1.0,15.0,SOFT,0
1243,9582,1,1,1.0,27.0,MEDIUM,0
1243,9582,1,27,1.0,14.0,MEDIUM,0
1243,9582,1,22,1.0,14.0,SOFT,0
1243,9582,1,2,1.0,22.0,MEDIUM,0
1243,9582,1,3,1.0,29.0,MEDIUM,0
1243,9582,1,23,1.0,12.0,MEDIUM,0
1243,9582,1,63,1.0,25.0,MEDIUM,0
1243,9582,1,18,1.0,30.0,MEDIUM,0
1243,9582,1,24,1.0,18.0,MEDIUM,0
1243,9582,1,44,1.0,23.0,SOFT,0
1243,9582,1,14,1.0,31.0,MEDIUM,0
1243,9582,1,20,1.0,40.0,HARD,0
1243,9582,1,4,1.0,28.0,MEDIUM,0
1243,9582,1,55,1.0,30.0,MEDIUM,0
1243,9582,1,10,1.0,32.0,MEDIUM,0
1243,9582,1,81,1.0,33.0,MEDIUM,0
1243,9582,1,16,1.0,24.0,MEDIUM,0
1243,9582,1,11,1.0,29.0,MEDIUM,0
1243,9582,1,31,1.0,30.0,MEDIUM,0
1243,9582,2,23,13.0,54.0,HARD,0
1243,9582,2,22,15.0,32.0,MEDIUM,0
1243,9582,2,27,15.0,71.0,HARD,0
1243,9582,2,77,16.0,43.0,HARD,0
1243,9582,2,24,19.0,51.0,HARD,0
1243,9582,2,2,23.0,71.0,HARD,0
1243,9582,2,44,24.0,48.0,HARD,0
1243,9582,2,16,25.0,72.0,HARD,0
1243,9582,2,63,26.0,54.0,HARD,0
1243,9582,2,1,28.0,72.0,HARD,0
1243,9582,2,4,29.0,72.0,HARD,0
1243,9582,2,11,30.0,72.0,HARD,0
1243,9582,2,3,30.0,71.0,HARD,0
1243,9582,2,55,31.0,72.0,HARD,0
1243,9582,2,18,31.0,71.0,HARD,0
1243,9582,2,31,31.0,71.0,HARD,0
1243,9582,2,14,32.0,71.0,HARD,0
1243,9582,2,10,33.0,71.0,HARD,0
1243,9582,3,22,33.0,71.0,HARD,0
1243,9582,2,81,34.0,72.0,HARD,0
1243,9582,2,20,41.0,71.0,MEDIUM,0
1243,9582,3,77,44.0,70.0,MEDIUM,0
1243,9582,3,44,49.0,72.0,SOFT,0
1243,9582,3,24,52.0,70.0,SOFT,0
1243,9582,3,63,55.0,72.0,SOFT,3
1243,9582,3,23,55.0,71.0,MEDIUM,0
1244,9586,1,24,1.0,4.0,SOFT,0
1244,9586,1,31,1.0,4.0,SOFT,0
1244,9586,1,10,1.0,4.0,SOFT,0
1244,9586,1,20,1.0,4.0,SOFT,0
1244,9586,1,27,1.0,4.0,SOFT,0
1244,9586,1,55,1.0,4.0,SOFT,0
1244,9586,1,16,1.0,4.0,SOFT,0
1244,9586,1,11,1.0,4.0,SOFT,0
1244,9586,1,1,1.0,4.0,SOFT,0
1244,9586,1,4,1.0,4.0,SOFT,0
1244,9586,1,81,1.0,5.0,SOFT,0
1244,9586,1,3,1.0,4.0,SOFT,0
1244,9586,1,22,1.0,4.0,SOFT,0
1244,9586,1,23,1.0,4.0,SOFT,0
1244,9586,1,43,1.0,4.0,SOFT,0
1244,9586,1,18,1.0,4.0,SOFT,0
1244,9586,1,14,1.0,4.0,SOFT,0
1244,9586,1,77,1.0,4.0,SOFT,0
1244,9586,1,63,1.0,4.0,SOFT,0
1244,9586,1,44,1.0,4.0,SOFT,0
1244,9586,2,24,4.0,7.0,SOFT,0
1244,9586,2,55,4.0,7.0,SOFT,3
1244,9586,2,16,4.0,7.0,SOFT,3
1244,9586,2,10,4.0,7.0,SOFT,3
1244,9586,2,31,4.0,7.0,SOFT,3
1244,9586,2,23,4.0,7.0,SOFT,0
1244,9586,2,11,4.0,7.0,SOFT,0
1244,9586,2,43,4.0,6.0,SOFT,0
1244,9586,2,20,4.0,6.0,SOFT,0
1244,9586,2,27,4.0,7.0,SOFT,0
1244,9586,3,24,7.0,9.0,SOFT,0
1244,9586,2,77,4.0,6.0,SOFT,0
1244,9586,2,18,4.0,6.0,SOFT,0
1244,9586,2,22,4.0,6.0,SOFT,0
1244,9586,2,3,4.0,7.0,SOFT,0
1244,9586,2,81,5.0,8.0,SOFT,4
1244,9586,2,1,4.0,7.0,SOFT,3
1244,9586,2,63,4.0,7.0,SOFT,3
1244,9586,2,44,4.0,7.0,SOFT,3
1244,9586,2,14,4.0,6.0,SOFT,0
1244,9586,3,10,7.0,9.0,SOFT,0
1244,9586,3,31,7.0,9.0,SOFT,0
1244,9586,3,55,7.0,10.0,SOFT,6
1244,9586,3,16,7.0,10.0,SOFT,6
1244,9586,4,31,9.0,13.0,SOFT,2
1244,9586,4,10,9.0,13.0,SOFT,2
1244,9586,3,3,7.0,10.0,SOFT,3
1244,9586,3,20,6.0,9.0,SOFT,3
1244,9586,3,27,7.0,10.0,SOFT,3
1244,9586,3,11,7.0,10.0,SOFT,3
1244,9586,3,1,7.0,10.0,SOFT,0
1244,9586,3,81,8.0,11.0,SOFT,0
1244,9586,2,4,4.0,7.0,SOFT,0
1244,9586,3,23,7.0,10.0,SOFT,3
1244,9586,3,63,7.0,10.0,SOFT,0
1244,9586,3,14,6.0,9.0,SOFT,2
1244,9586,3,44,7.0,10.0,SOFT,0
1244,9586,4,55,10.0,13.0,SOFT,0
1244,9586,4,16,10.0,13.0,SOFT,0
1244,9586,5,31,13.0,16.0,SOFT,0
1244,9586,5,10,13.0,16.0,SOFT,0
1244,9586,4,20,9.0,11.0,SOFT,0
1244,9586,4,27,10.0,13.0,SOFT,0
1244,9586,4,81,11.0,14.0,SOFT,0
1244,9586,4,1,10.0,13.0,SOFT,3
1244,9586,4,11,10.0,13.0,SOFT,0
1244,9586,4,3,10.0,12.0,SOFT,0
1244,9586,4,23,10.0,13.0,SOFT,0
1244,9586,4,14,9.0,11.0,SOFT,0
1244,9586,5,16,13.0,16.0,SOFT,3
1244,9586,4,63,10.0,13.0,SOFT,3
1244,9586,4,44,10.0,13.0,SOFT,3
1244,9586,5,23,13.0,16.0,SOFT,3
1244,9586,5,27,13.0,16.0,SOFT,3
1244,9586,5,11,13.0,16.0,SOFT,3
